52 493
18 106
377 256
274 495
417 386
453 100
269 307
469 145
59 340
32 21
454 351
221 190
134 470
385 78
498 313
481 66
140 372
322 227
12 488
181 174
261 399
366 215
109 346
276 155
175 116
260 216
411 220
497 436
414 83
209 68
214 218
47 111
130 281
103 320
347 462
183 369
195 166
79 273
443 445
358 465
92 415
13 344
2 259
437 10
124 416
482 321
310 466
76 326
376 491
267 305
224 126
160 161
303 349
496 144
26 354
241 242
243 420
283 114
471 293
38 298
271 275
328 95
389 9
350 375
431 49
151 252
370 435
60 341
55 148
43 312
152 81
222 36
361 89
207 371
302 272
500 325
158 253
11 233
362 143
487 478
37 473
485 6
33 136
91 266
179 296
178 450
245 168
14 108
438 164
202 88
165 240
446 147
27 185
203 173
333 39
474 428
228 22
98 360
34 149
154 316
1 131
439 56
363 8
458 430
135 119
177 182
219 94
217 332
308 297
461 499
423 248
71 167
384 408
444 492
484 113
402 413
180 141
57 400
206 334
421 63
390 128
226 244
251 480
318 299
300 295
